geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
38110,-20.05738292084917,-48.11061678343788,agua comprida,MG
38178,-19.225949713571065,-47.46278119298602,pedrinopolis,MG
38160,-19.16984123299168,-47.67610057832141,nova ponte,MG
38106,-19.700163000000003,-47.650956750000006,ponte alta,MG
38150,-19.669652187724097,-48.31039750250649,verissimo,MG
38110,-20.060309421804952,-48.107779748576576,água comprida,MG
38178,-19.227655571160707,-47.46632633922388,pedrinópolis,MG
38198,-19.858527550498707,-47.58341959254376,guaxima,MG
38270,-19.532123317424016,-49.48745803479252,campina verde,MG
38280,-19.72379754927861,-50.18472635169813,iturama,MG
38200,-20.02025438264054,-48.93543951469848,frutal,MG
38220,-20.140612484299115,-48.70851384020849,planura,MG
38230,-20.28106922622964,-49.20926164154711,fronteira,MG
38295,-19.55565735785447,-50.57912570103546,limeira do oeste,MG
38292,-22.597053096871047,-43.18580964366677,sao sebastiao do pontal,MG
38260,-19.85975726876513,-49.77331264622968,são francisco de sales,MG
38240,-19.89784652493589,-49.370916055336416,itapagipe,MG
38288,-19.52847532881349,-50.33530002477182,uniao de minas,MG
38260,-19.862375484208336,-49.77075802420003,sao francisco de sales,MG
38290,-19.69779599999999,-50.688405,carneirinho,MG
38292,-29.86019245160457,-51.17648696104247,são sebastião do pontal,MG
38210,-19.900237029462545,-48.70143714660958,pirajuba,MG
38282,-19.69701256459266,-50.45738026452868,alexandrita,MG
38250,-19.693035683822533,-49.08244521354861,comendador gomes,MG
38205,-18.867062763128185,-48.264116980102976,aparecida de minas,MG
38272,-19.561144134705884,-50.01245773721551,honorópolis,MG
38295,-19.54866279727796,-50.57463500470057,limeira do oeste mg,MG
38295,-19.552284599211493,-50.57845723110499,limeira d oeste,MG
38288,-19.52636854636102,-50.33269884705173,união de minas,MG
38294,-19.90515209124019,-50.72601204025671,estrela da barra,MG
38320,-18.8498640645774,-50.12086635087845,santa vitoria,MG
38300,-18.98771181521178,-49.471572121790736,ituiutaba,MG
38360,-18.68578416963332,-49.57891758847197,capinopolis,MG
38360,-18.682265999999945,-49.568232499999965,capinópolis,MG
38350,-18.695286426815663,-49.94604353673166,ipiaçu,MG
38380,-18.71875676326473,-49.20007306774835,canápolis,MG
38380,-18.72024141959117,-49.19778424278757,canapolis,MG
38320,-18.84600384007724,-50.12522655233714,santa vitória,MG
38370,-18.51595684939367,-49.50041761672067,cachoeira dourada,MG
38350,-18.69532255640486,-49.94813327878765,ipiacu,MG
38390,-18.584907382357677,-49.200840575671606,centralina,MG
38310,-19.213921318364296,-49.784775238529335,gurinhata,MG
38310,-19.21325266941982,-49.78275388170443,gurinhatã,MG
38325,-19.04329047203457,-50.48805214021181,chaveslandia,MG
38328,-19.04039447571156,-50.490754864157616,perdilandia,MG
38400,-18.91595976602804,-48.278974174995646,uberlandia,MG
38440,-18.65223568071188,-48.19343213192182,araguari,MG
38411,-18.944291881210688,-48.28340473175024,uberlândia,MG
38465,-18.43150846175249,-49.18426221598912,arapora,MG
38475,-18.86616090544924,-48.87210874613179,monte alegre de minas,MG
38480,-18.593283298780594,-48.706135928993646,tupaciguara,MG
38465,-18.4294204004405,-49.18579535774992,araporã,MG
38490,-19.0359465666108,-47.91929577589147,indianópolis,MG
38490,-19.0353847495998,-47.91692443925149,indianopolis,MG
38460,-18.653719409828188,-47.89861513326969,cascalho rico,MG
38455,-18.53401304549487,-48.19629512032545,amanhece,MG
38470,-18.491977324116785,-47.72325229465162,grupiara,MG
38439,-19.14689418037075,-47.93378465838581,tapuirama,MG
38439,-18.74845329586244,-48.41803874409951,martinesia,MG
38500,-18.723031653585743,-47.48924270150391,monte carmelo,MG
38540,-18.491105178939936,-47.39826562372559,abadia dos dourados,MG
38525,-18.74007429094933,-47.69198565023277,estrela do sul,MG
38550,-18.47534184940673,-47.21120486285433,coromandel,MG
38570,-17.767613654159536,-47.09538818396859,guarda-mor,MG
38510,-18.98621037854543,-47.46277150174947,irai de minas,MG
38520,-18.886545368629967,-47.58467877647247,romaria,MG
38530,-18.430172291365903,-47.60730484992547,douradoquara,MG
38510,-18.985722182961325,-47.46059593839452,iraí de minas,MG
38600,-17.211337793818256,-46.886436092783214,paracatu,MG
38610,-16.362606334443775,-46.89279560165654,unai,MG
38649,-16.123651373852883,-45.73968023170167,urucuia,MG
38610,-16.361144228305886,-46.9002225774824,unaí,MG
38650,-16.564400117713785,-45.98198595939098,bonfinopolis de minas,MG
38660,-15.630952013404428,-46.423522051644674,buritis,MG
38654,-16.64790708581425,-46.26604235169224,dom bosco,MG
38625,-16.02717169960533,-47.091478437856885,cabeceira grande,MG
38640,-16.223266212215982,-45.997340336760026,riachinho,MG
38680,-15.904068315827542,-46.09864010513806,arinos,MG
38690,-14.95076980192409,-46.23304721756627,formoso,MG
38630,-16.059946281358954,-46.25934856362272,uruana de minas,MG
38658,-16.540499999999945,-46.46996899999996,natalandia,MG
38689,-15.298975124911456,-45.625979416474536,chapada gaucha,MG
38689,-15.30431283367727,-45.62047791507735,chapada gaúcha,MG
38665,-15.214221895021415,-46.81607236757931,serra bonita,MG
38650,-16.5667527775811,-45.988562012337326,bonfinópolis de minas,MG
38658,-16.501122075079195,-46.49508999155056,natalândia,MG
38776,-16.68752740840022,-49.26546189021784,luizlandia do oeste,MG
38702,-18.57822401746708,-46.5130299667096,patos de minas,MG
38750,-18.415537018784622,-46.417114857557685,presidente olegario,MG
38755,-17.84753227253142,-46.51770895095981,lagoa grande,MG
38770,-17.74069805141251,-46.175478354989366,joao pinheiro,MG
38780,-17.991484082822545,-46.90967912536554,vazante,MG
38740,-18.96081539046384,-47.00148282201047,patrocinio,MG
38790,-18.33570112206472,-45.83075406191056,sao goncalo do abaete,MG
38720,-18.77988359592747,-46.40558204562605,lagoa formosa,MG
38730,-18.84908137584198,-46.78633631207901,guimarânia,MG
38779,-16.99516510582244,-46.01006404465731,brasilandia de minas,MG
38794,-18.391858367954143,-46.043800149974736,varjão de minas,MG
38760,-19.11355221938487,-46.67495275202111,serra do salitre,MG
38730,-18.84203128420184,-46.79104786751845,guimarania,MG
38740,-19.06699930585434,-46.79728692884152,patrocínio,MG
38785,-18.1782694893458,-46.80723124290623,lagamar,MG
38717,-18.354052794572848,-46.85588925113451,pilar,MG
38735,-18.964748999999948,-46.67578549999996,cruzeiro da fortaleza,MG
38770,-17.74069805141251,-46.175478354989366,joão pinheiro,MG
38750,-18.412337127487078,-46.42711406175388,presidente olegário,MG
38794,-18.391858367954143,-46.043800149974736,varjao de minas,MG
38790,-18.339556257576337,-45.83507519707272,são gonçalo do abaeté,MG
38749,-18.83627174300017,-46.826280839875885,sao joao da serra negra,MG
38779,-16.997431855598407,-46.00708880485611,brasilândia de minas,MG
38773,-17.396001945768713,-45.83278544648309,canabrava,MG
38749,-18.84342224059588,-47.19121416498014,silvano,MG
38776,-16.684135218222387,-49.2683863126808,luizlândia do oeste,MG
38711,-18.83238777315629,-46.594772416713575,santana de patos,MG
38738,-21.1255342558629,-56.48365874003585,brejo bonito,MG
38772,-17.595444268014692,-45.8898463950928,olhos d'agua do oeste,MG
38775,-18.133329999999944,-45.766669999999976,veredas,MG
38800,-19.31131669583315,-46.04702655279023,sao gotardo,MG
38840,-18.997588351779083,-46.29733006798912,carmo do paranaiba,MG
38800,-19.32068800710351,-46.05177974190956,são gotardo,MG
38880,-19.00708699785659,-45.97516506102375,tiros,MG
38810,-19.20102270024556,-46.24812820360735,rio paranaiba,MG
38840,-18.996835961636865,-46.31556107711943,carmo do paranaíba,MG
38845,-18.85884799714304,-46.08594371075953,quintinos,MG
38870,-19.22248642895372,-45.9695654623422,matutina,MG
38860,-19.034338896786643,-46.15534648824968,arapua,MG
38805,-19.53675633274785,-45.9698361195204,santa rosa da serra,MG
38810,-19.19778438336525,-46.241342587166216,rio paranaíba,MG
38803,-19.362038250546053,-46.116320415444704,guarda dos ferreiros,MG
38860,-19.036228626666325,-46.154818997456445,arapuá,MG
38950,-19.598096999999942,-46.61303299999997,ibia,MG
38960,-19.75113232846225,-46.382944707066606,pratinha,MG
38900,-20.0077335,-45.9787545,bambui,MG
38990,-19.82351716486884,-45.90458197885965,corrego danta,MG
38910,-20.17293158455772,-45.70282296820706,iguatama,MG
38970,-19.694340546340555,-46.169670899679815,campos altos,MG
38950,-19.483704681458285,-46.54734984402819,ibiá,MG
38900,-20.01566996261395,-45.97473819647615,bambuí,MG
38930,-19.99410454028701,-46.22441259945914,medeiros,MG
38990,-19.824413580412084,-45.91061436090944,córrego danta,MG
39190,-17.95101701216431,-43.22230759844948,senador modestino goncalves,MG
39100,-18.2339841777334,-43.59364621093363,diamantina,MG
39150,-18.60356054680345,-43.39328852347728,serro,MG
39185,-18.007893439584105,-43.38459046429954,sao goncalo do rio preto,MG
39130,-18.44504921404223,-43.6598059256294,datas,MG
39170,-18.293660785149505,-43.0106076880389,rio vermelho,MG
39155,-18.474770340615848,-43.49767898421494,milho verde,MG
39120,-18.562115999999943,-43.85493349999996,gouveia,MG
39140,-18.728438015706164,-43.36279498048812,alvorada de minas,MG
39112,-17.81265621461219,-43.4227022309592,senador mourao,MG
39180,-18.07710283927616,-43.24889905396054,felício dos santos,MG
39190,-17.947283868834273,-43.22013990613798,senador modestino gonçalves,MG
39120,-18.444155321210587,-43.73965868244762,gouvea,MG
39165,-18.360558461348287,-43.16725461853702,serra azul de minas,MG
39188,-18.07511014598849,-43.47669078742199,couto de magalhaes de minas,MG
39180,-18.077555491494067,-43.24889014666677,felicio dos santos,MG
39160,-18.46490999999997,-43.302659999999946,santo antonio do itambe,MG
39135,-18.61808620081955,-43.56687815624905,presidente kubitschek,MG
39110,-18.088435113703,-43.74227171953283,sao joao da chapada,MG
39153,-18.41443999999996,-43.49499999999995,sao goncalo do rio das pedras,MG
39113,-17.694883852783097,-43.33324444537061,desembargador otoni,MG
39160,-18.464998417458823,-43.30503075103759,santo antônio do itambé,MG
39188,-18.070294684812204,-43.46846964739249,couto de magalhães de minas,MG
39175,-21.358676506270264,-46.150542635850535,pedra menina,MG
39260,-17.59120659545943,-44.73106591920448,varzea da palma,MG
39270,-17.34199668040074,-44.94194241063118,pirapora,MG
39250,-17.888356754800594,-44.57874200767762,lassance,MG
39205,-18.20706591428001,-45.21946726191109,tres marias,MG
39200,-18.37274023725631,-44.44528162699128,corinto,MG
39280,-17.355926266727163,-44.959898092300094,buritizeiro,MG
39205,-18.206114710849747,-45.22779698489417,três marias,MG
39210,-18.292728835692163,-44.22233992425003,santo hipolito,MG
39230,-17.874877407388087,-44.16972609736124,buenópolis,MG
39230,-17.878529744788537,-44.17657618898112,buenopolis,MG
39290,-16.363231208387,-45.07116107849313,sao romao,MG
39260,-17.586724682887176,-44.738635651692505,várzea da palma,MG
39220,-18.10327462917053,-44.25499486935512,augusto de lima,MG
39240,-17.757900882089096,-44.17063673977688,joaquim felicio,MG
39295,-16.69160011943032,-45.41414138855821,santa fe de minas,MG
39215,-18.32282069954609,-44.11361328207734,monjolos,MG
39265,-19.86403176919016,-43.90641396167352,guaicui,MG
39290,-16.3646172513968,-45.06786976388425,são romão,MG
39207,-18.25622999999996,-45.06661999999994,andrequice,MG
39240,-17.757312816239402,-44.16926065346962,joaquim felício,MG
39245,-18.63856536292109,-44.05721629485832,presidente juscelino,MG
39210,-18.293887957122525,-44.2182566633358,santo hipólito,MG
39295,-21.70894524118531,-43.43061335997462,santa fé de minas,MG
39365,-16.533301895827435,-44.53012080988766,sao joao do pacui,MG
39370,-17.22966385941289,-44.43819257029356,jequitai,MG
39330,-16.213651546849597,-44.43006422494324,brasilia de minas,MG
39338,-16.502734203654224,-44.811692642936606,campo azul,MG
39398,-17.398823151431436,-43.56923375675974,olhos-d agua,MG
39335,-15.99857797517891,-44.27606475879546,japonvar,MG
39330,-16.219219691391856,-44.43565027457762,brasília de minas,MG
39390,-17.126574817685405,-43.81059822795839,bocaiuva,MG
39328,-16.630421491116984,-45.06348554575385,ponto chique,MG
39318,-16.222184604199278,-44.89610538306928,icaraí de minas,MG
39318,-16.219048636593207,-44.90605578680084,icarai de minas,MG
39390,-17.112548566913933,-43.80602232937073,bocaiúva,MG
39347,-16.408132897676698,-44.21771746392958,alvacao,MG
39350,-16.85831378537937,-44.908518027193,ibiai,MG
39387,-17.311574586250774,-44.22868197449818,francisco dumont,MG
39398,-17.40084544820299,-43.5708706102914,olhos d'agua,MG
39378,-16.081822511216718,-44.08254601912787,patis,MG
39350,-16.856403230532223,-44.90547356467885,ibiaí,MG
39320,-16.294903805402466,-44.78594487865575,ubai,MG
39360,-16.982071605083792,-44.57861198512689,lagoa dos patos,MG
39355,-16.85258230830483,-44.34822535970385,sao joao da lagoa,MG
39340,-16.68867729392726,-44.36478194932612,coracao de jesus,MG
39380,-17.061941999999945,-44.22903199999996,claro dos pocoes,MG
39336,-16.120767814127507,-44.58157534393394,luislândia,MG
39373,-16.248304315214597,-44.177511033815925,mirabela,MG
39363,-17.285083265375615,-43.94901617796793,engenheiro navarro,MG
39397,-17.01341050722257,-43.674424303051694,guaraciama,MG
39398,-17.409041999999992,-43.5726945,olhos d'água,MG
39336,-16.12110435418947,-44.58740458436916,luislandia,MG
39380,-17.081945429134283,-44.20749588686254,claro dos poções,MG
39317,-16.051903854764564,-45.14519739983684,pintopolis,MG
39340,-16.403140459971944,-44.21533445134396,coração de jesus,MG
39320,-16.294903805402466,-44.78594487865575,ubaí,MG
39344,-16.498652362928713,-44.26094480793312,luiz pires de minas,MG
39317,-16.054579190053236,-45.146536745275775,pintópolis,MG
39325,-16.374894438486837,-45.01540335193893,bentópolis de minas,MG
39370,-17.228647152966413,-44.43744588400633,jequitaí,MG
39404,-16.682043505353082,-43.8286815604386,montes claros,MG
39440,-15.818348788762345,-43.30447358658913,janauba,MG
39480,-15.485938887533464,-44.36666830665413,januaria,MG
39430,-15.93174547749789,-44.001474212814855,são joão da ponte,MG
39442,-15.801856695856069,-43.31001567446647,janaúba,MG
39437,-15.903250372887744,-44.30119952274837,lontra,MG
39430,-15.930528926847122,-44.008407641118986,sao joao da ponte,MG
39460,-14.649527999999949,-44.09588149999996,manga,MG
39450,-15.697271568597944,-44.04028615351945,varzelandia,MG
39475,-14.88030065841931,-44.08763649797041,sao joao das missoes,MG
39470,-15.094101862108277,-44.095507701619205,itacarambi,MG
39480,-15.479681103989488,-44.36690729881998,januária,MG
39490,-15.32082592034456,-44.75692593211301,bonito de minas,MG
39495,-14.420259836143204,-44.362846415011575,montalvania,MG
39450,-15.70454721176402,-44.02666939605492,varzelândia,MG
39473,-16.042146600041324,-43.55337281099699,cacarema,MG
39492,-15.60295199487818,-44.39193685851193,pedras de maria da cruz,MG
39455,-15.666170706013462,-44.16489240617045,ibiracatu,MG
39472,-16.318901462107686,-43.72323266228621,capitao eneas,MG
39465,-14.749284385046304,-44.41012513053989,miravania,MG
39467,-14.26966899515059,-44.16132966904323,juvenilia,MG
39478,-14.857592629420113,-43.9239259202904,matias cardoso,MG
39458,-15.593094286987444,-43.60870704575252,verdelandia,MG
39497,-14.519815502077474,-44.39484575160132,sao sebastiao dos pocoes,MG
39495,-14.314887,-44.46067949999998,montalvânia,MG
39475,-14.881155955525909,-44.087317369836505,são joão das missões,MG
39414,-19.47855029608082,-42.57816887048664,nova esperanca,MG
39472,-16.33261433117036,-43.71046383409779,capitão enéas,MG
39489,-15.29882458025418,-44.41347427867559,conego marinho,MG
39458,-15.586714190520878,-43.615001237995,verdelândia,MG
39416,-16.45148999999995,-43.82175999999996,vila nova de minas,MG
39467,-14.266063986692064,-44.16030985251836,juvenília,MG
39473,-16.04073692256279,-43.55496939242047,caçarema,MG
39530,-15.622148760229548,-42.54782493141778,rio pardo de minas,MG
39550,-15.812647944218403,-42.23259052789079,taiobeiras,MG
39527,-15.397710382069809,-42.86611890629582,mato verde,MG
39518,-15.807759338560428,-42.86962331609966,serranopolis de minas,MG
39508,-15.347885906450689,-43.67019941886099,jaiba,MG
39520,-15.744003742371044,-43.02873130043045,porteirinha,MG
39555,-15.609681816705162,-41.737729091647424,berizal,MG
39535,-15.392753999999991,-42.30058274999999,vargem grande do rio pardo,MG
39560,-16.172478702331222,-42.28912455349682,salinas,MG
39594,-17.067543932612725,-43.314966334234086,itacambira,MG
39500,-15.153967267226244,-42.87297150960752,monte azul,MG
39516,-15.046670282997718,-42.95524548831688,mamonas,MG
39510,-14.92497153716248,-42.81608962655504,espinosa,MG
39529,-16.00535802310221,-43.042358905549584,riacho dos machados,MG
39526,-15.365738432060638,-42.96033282928384,catuti,MG
39508,-15.342297187117238,-43.67459908464507,jaíba,MG
39570,-16.55985155821373,-42.89385206923845,grão mogol,MG
39596,-16.868675999999947,-42.96788449999997,botumirim,MG
39580,-16.479423908199745,-43.49472432889091,francisco sa,MG
39558,-16.11412629552326,-42.52662263746937,fruta de leite,MG
39573,-16.22821924086457,-42.61675693519776,padre carvalho,MG
39568,-15.971533995747162,-42.46278068884427,novorizonte,MG
39525,-15.80196049601537,-43.301079349933325,nova porteirinha,MG
39563,-16.095194076771733,-41.74694800940495,santa cruz de salinas,MG
39565,-16.40328710007505,-42.261325382779226,rubelita,MG
39598,-16.72264558715089,-42.86264639368863,cristalia,MG
39570,-16.56972230120939,-42.89206215998374,grao mogol,MG
39547,-15.168898456900726,-42.4997178398379,montezuma,MG
39569,-15.93995679707438,-41.85636102724217,curral de dentro,MG
39536,-15.492437652119488,-42.198182897928255,indaiabira,MG
39590,-16.849275345508985,-43.5873435995496,juramento,MG
39580,-16.48139561256162,-43.49840945859265,francisco sá,MG
39553,-15.318987685841924,-41.751755577319024,ninheira,MG
39505,-15.082991161112488,-43.11832683236032,gameleiras,MG
39517,-15.529297718450128,-43.06719438157376,pai pedro,MG
39592,-16.851275033652783,-43.69877164880908,glaucilandia,MG
39598,-16.72139549208762,-42.86436120612391,cristália,MG
39575,-16.54448069466694,-42.51535272299372,josenopolis,MG
39597,-0.9331793302279578,-48.2798854881097,adao colares,MG
39538,-15.340891994229809,-42.62319049691592,santo antonio do retiro,MG
39585,-16.240050839893893,-43.274954855461424,catuni,MG
39538,-20.093085246191293,-45.29340183838537,santo antônio do retiro,MG
39523,-15.654885136831275,-43.0654077786274,tocandira,MG
39526,-15.388257250316318,-43.11312664230795,barreiro branco,MG
39670,-17.86611815258666,-42.86902814286521,itamarandiba,MG
39680,-17.699026897975102,-42.50900651446246,capelinha,MG
39630,-16.808858992892645,-42.33845634604305,virgem da lapa,MG
39600,-16.847978985252265,-42.06897454424318,aracuai,MG
39650,-17.217037330081585,-42.5972618750936,minas novas,MG
39690,-17.84600196564932,-42.074535098920734,malacacheta,MG
39625,-16.565448595098882,-41.50232910778616,itaobim,MG
39635,-16.61721053621776,-42.18836455931665,coronel murta,MG
39648,-17.154020999999947,-42.37208449999997,chapada do norte,MG
39642,-16.907406543303836,-42.60676338236959,jose goncalves de minas,MG
39644,-16.994232405539073,-42.34866556026387,francisco badaro,MG
39620,-16.221089452445266,-41.47478396144617,medina,MG
39628,-16.298767786857304,-41.7970543633526,comercinho,MG
39685,-17.728726464008563,-42.26754760406931,angelândia,MG
39685,-17.73173050163962,-42.268223860391984,angelandia,MG
39665,-17.529423701905095,-43.01474545585495,carbonita,MG
39645,-17.082321328981724,-42.2582020006941,jenipapo de minas,MG
39615,-16.754566668497645,-41.50657967149204,ponto dos volantes,MG
39688,-17.595591898998936,-42.16499128760493,setubinha,MG
39695,-17.959334166544156,-42.01117286103425,franciscopolis,MG
39663,-17.395717987064565,-42.73639078731349,veredinha,MG
39640,-16.94776404859762,-42.46079931170521,berilo,MG
39600,-19.20221147489001,-44.245471727659655,araçuaí,MG
39678,-17.869683937947237,-42.55603016601126,aricanduva,MG
39655,-17.081061592483948,-42.69328744509631,leme do prado,MG
39610,-16.61667691159406,-41.76343263952105,itinga,MG
39695,-17.959405894670684,-42.00811470905325,franciscópolis,MG
39602,-17.161373735590967,-42.08205490033642,engenheiro schnoor,MG
39644,-16.992397317531072,-42.34898855512589,francisco badaró,MG
39623,-19.89323733483254,-43.9863046834627,tuparece,MG
39629,-16.192079815993335,-41.72616772679282,agua branca de minas,MG
39662,-17.257499999999936,-43.04360999999994,cacaratiba,MG
39642,-16.908123449776852,-42.602886510554505,josé gonçalves de minas,MG
39780,-18.182043413208984,-42.41872826144926,santa maria do suacui,MG
39700,-18.54671321141172,-42.554759113821056,pecanha,MG
39740,-18.78496774943796,-42.944086961896645,guanhaes,MG
39728,-18.78101965901281,-42.36593808671585,sardoa,MG
39707,-18.27720274232037,-42.672221211036806,sao jose do jacuri,MG
39725,-18.82460999999995,-42.43697999999995,santa efigenia de minas,MG
39720,-18.82382937474121,-42.47591273171793,gonzaga,MG
39705,-18.548645207655657,-42.76701655884307,sao joao evangelista,MG
39750,-18.67521203692909,-43.084005108826936,sabinopolis,MG
39735,-18.8004215849511,-42.61992163254018,divinolandia de minas,MG
39740,-18.78560563744776,-42.94502573260029,guanhães,MG
39784,-18.365766747712907,-42.6059976653774,sao pedro do suacui,MG
39765,-18.42779007891949,-42.86882702959977,paulistas,MG
39755,-18.473444264298173,-43.06021304118754,materlandia,MG
39775,-18.221838233443183,-42.50038714451454,jose raydan,MG
39730,-18.81807428213953,-42.70458448201647,virginopolis,MG
39710,-18.62440515359352,-42.28621788049272,coroaci,MG
39770,-18.23319939915599,-42.84092955088922,coluna,MG
39700,-18.54103576317454,-42.56675516494277,peçanha,MG
39715,-18.47740298440162,-42.30992137861601,virgolandia,MG
39735,-18.803350016731585,-42.61442196653683,divinolândia de minas,MG
39785,-18.325267269662465,-42.14367942800072,são josé da safira,MG
39790,-17.993693844419166,-42.38676370524664,agua boa,MG
39705,-18.540260516969724,-42.75132883486059,são joão evangelista,MG
39780,-18.320671575360294,-42.205218722899936,santa maria do suaçuí,MG
39745,-18.914695294235443,-43.079986702432535,senhora do porto,MG
39790,-17.993653455119777,-42.38756820167117,água boa,MG
39715,-18.47508862401885,-42.3072491904552,virgolândia,MG
39730,-18.81515214544469,-42.704529208670486,virginópolis,MG
39741,-18.67578334032813,-42.77442974910991,correntinho,MG
39708,-18.16722377098089,-42.76609396157938,frei lagonegro,MG
39795,-18.088755961274856,-42.57187559930946,sao sebastiao do maranhao,MG
39723,-19.898192777975886,-43.8996269124073,sao geraldo da piedade,MG
39718,-18.45349689283645,-42.25131267239962,nacip raydan,MG
39755,-18.473444264298173,-43.06021304118754,materlândia,MG
39742,-18.77517857208649,-42.93298320761278,sapucaia de guanhaes,MG
39728,-18.77988907717507,-42.36647283032172,sardoá,MG
39750,-18.667429613031285,-43.082723703441744,sabinópolis,MG
39725,-18.83039035004662,-42.43924633672918,santa efigênia de minas,MG
39707,-18.278320658095108,-42.674498843461215,são josé do jacuri,MG
39704,-20.92537238943141,-42.83361997245812,sao geraldo do baguari,MG
39785,-18.325765967899372,-42.14686732615095,sao jose da safira,MG
39775,-18.22154241472747,-42.49921794714624,josé raydan,MG
39795,-18.088601318339943,-42.5746737393351,são sebastião do maranhão,MG
39723,-18.84408275179725,-42.28895560991982,são geraldo da piedade,MG
39706,-18.623382786385086,-46.508873582797726,nelson de sena,MG
39711,-19.93140931185132,-41.6919104306997,conceição de tronqueiras,MG
39784,-18.365257208474493,-42.6039832464259,são pedro do suaçuí,MG
39802,-17.877614947753674,-41.50059971564279,teofilo otoni,MG
39880,-17.079065766438983,-40.93146172394964,aguas formosas,MG
39827,-17.80556751731407,-41.78632337733238,pote,MG
39890,-16.660190401552875,-41.01830667988212,joaima,MG
39860,-17.835724850535197,-40.34435355557466,nanuque,MG
39875,-17.058446638634734,-40.57122525899156,bertopolis,MG
39820,-17.468251148683827,-41.87960133836853,novo cruzeiro,MG
39818,-17.073434611750365,-41.48533318593329,padre paraiso,MG
39800,-17.865523008551605,-41.50863332335645,teófilo otoni,MG
39830,-18.034057229650728,-41.68218355469176,itambacuri,MG
39815,-17.401047346352012,-41.66935306473909,itaipe,MG
39862,-17.978278258326604,-40.75931831805347,vila pereira,MG
39893,-16.869739069761888,-41.25494090608517,monte formoso,MG
39810,-17.185850793204,-41.69796465537738,carai,MG
39840,-18.073758665332782,-41.54746078795072,frei gaspar,MG
39870,-16.889133969910542,-40.92645767689768,fronteira dos vales,MG
39873,-17.078152021917486,-40.71761983793195,machacalis,MG
39825,-17.632623946655965,-41.74123438419704,ladainha,MG
39817,-17.41661260050933,-41.21828238125555,novo oriente de minas,MG
39868,-17.78054551995526,-40.247067202186194,serra dos aimores,MG
39880,-17.0364626377644,-41.04679953617648,águas formosas,MG
39855,-18.06951445036628,-41.27240514557984,ouro verde de minas,MG
39835,-18.24182967623596,-41.729519129045904,campanario,MG
39864,-17.701990159364986,-40.76520840937737,carlos chagas,MG
39895,-16.645088306719632,-40.75988870905361,felisburgo,MG
39874,-16.938794632557947,-40.68623646515535,santa helena de minas,MG
39814,-17.43259142919295,-40.99682930190104,pavao,MG
39878,-17.254866622744466,-40.571998832088944,umburatiba,MG
39850,-18.039928640832454,-41.11079357543488,ataleia,MG
39816,-17.301133240743443,-41.515473888848405,catuji,MG
39823,-17.275644167384794,-42.01500891383553,queixada,MG
39885,-17.277521340163478,-41.0889441139695,crisolita,MG
39810,-17.186101953387624,-41.69770454359836,caraí,MG
39890,-16.656562359472776,-41.02261292659381,joaíma,MG
39837,-18.46147325490596,-41.8050738004854,jampruca,MG
39868,-17.786383760707135,-40.24634098064952,serra dos aimorés,MG
39888,-19.76161013169393,-43.84992224558569,nova santa luzia,MG
39818,-17.076025571389998,-41.48527943362836,padre paraíso,MG
39812,-17.184169999999938,-41.46527999999995,ponto do marambaia,MG
39826,-17.679719999999975,-41.87638999999996,concordia de mucuri,MG
39848,-18.47927585879523,-41.38539809105656,sao jose do divino,MG
39835,-18.24167120351457,-41.72817787683112,campanário,MG
39850,-18.046646999999997,-41.11468108598211,ataléia,MG
39814,-17.43049997727885,-40.9981144459039,pavão,MG
39875,-17.062011447580772,-40.57252636463842,bertópolis,MG
39815,-17.401965388390774,-41.66901814617776,itaipé,MG
39865,-17.699380705106453,-40.765842629177335,presidente pena,MG
39827,-17.80058220544663,-41.78678123670213,poté,MG
39809,-17.881389999999953,-41.31082999999995,pedro versiani,MG
39813,-17.15821115326508,-41.56501492377995,marambainha,MG
39809,-19.92900537108313,-44.18320539855161,mucuri,MG
39866,-17.909999999999968,-41.01360999999997,epaminondas otoni,MG
39807,-21.78173269802345,-43.34156348996783,topazio,MG
39848,-18.47781246213889,-41.38497066063352,são josé do divino,MG
39960,-16.448097063759583,-41.01595908921325,jequitinhonha,MG
39970,-15.999050421931406,-41.280258640299486,pedra azul,MG
39900,-16.186824121841298,-40.69161218605689,almenara,MG
39915,-15.687590535243412,-40.73823550712487,mata verde,MG
39920,-15.895836468959828,-40.18504362026256,jordania,MG
39990,-15.744199673094284,-41.46301308592789,aguas vermelhas,MG
39925,-15.998882413379146,-39.94592411160264,salto da divisa,MG
39920,-15.897360390840802,-40.18602579039475,jordânia,MG
39912,-15.72211590833714,-41.00346243158965,divisopolis,MG
39935,-16.539599848674634,-40.17097189256237,santo antonio do jacinto,MG
39930,-16.146839654595336,-40.29643706623748,jacinto,MG
39950,-16.376201157850776,-40.54210310637816,rubim,MG
39980,-15.966060583743078,-41.495770065126855,cachoeira de pajeú,MG
39917,-15.884554499999997,-40.56399449999999,bandeira,MG
39945,-16.73492352620009,-40.42172072369,palmopolis,MG
39990,-15.75088142112887,-41.468388506648026,águas vermelhas,MG
39980,-15.918046607557272,-41.39483591070214,cachoeira de pajeu,MG
39940,-16.607535748923546,-40.569621594450325,rio do prado,MG
39928,-16.250688575226654,-40.150911520053775,santa maria do salto,MG
39931,-16.14535826868856,-40.296888430361264,avaí do jacinto,MG
